Description	Answer
"B.1. GENERAL INFORMATION:
 B.1.1. Every DJMS-RC Leave Master Record (LMR) contains a record of the member’s
 leave account for orders over 30 consecutive days; LMR includes active duty order, leave
 balance, leave brought forward, number of days taken, leave departure and return dates, and
 type of leave taken.
 B.1.2. At the end of an active duty tour, the Air National Guard member must make an election
 within 60 days of release from active duty, using an AF Form 1089 for leave settlement or
 carry forward leave to a future active duty tour. When consecutive tours are involved, a
 member may be reimbursed for unused accrued leave or it may be carried forward, at the
 member’s option, until completion of the final tour.
 B.1.3. An Air National Guard Member who is released from active duty, discharged, or
 separated under honorable conditions is entitled to payment of accrued leave unless the
 member elects to carry leave forward to next period of active service. Payments for unused
 leave cannot be made for more than 60 days during a military career, unless the service
 member meets one of the sections outlined below from DoD FMR Vol 7A, Ch 35,
 Paragraph 350201.A.4:
 B.1.3.1 Leave is accrued during Contingency Operations:
 B.1.3.1.1 Serving on active duty in support of a contingency operation on or after 5 Dec
 1991
 B.1.3.1.2 Serving on active duty under on or after 2 Aug 1990 in support of T10 United
 States Code (U.S.C.) sections 688, 12301, 12302, 12304, 12306, or 12307.
 B.1.3.2 Leave is accrued on an active duty order during a period of more than 30 days, but
 not in excess of 365 days.
 B.1.3.3 Leave is accrued by a member who dies while on active duty (or a member or former
 member who dies after retirement or discharge, but before receiving payment of accrued
 leave)."	LEAVE ACCRUAL
"Member Election. Member completes makes leave election for leave
 settlement or leave carry-over using the AF Form 1089 and provides
 to FM for processing. Note: Additional process and documentation
 outlined in ANG Leave Carry Over Program Policy, Section 3, must
 be followed for leave carry over election.
 
 
 Member DOES NOT respond within 60 days of notification.
 FM is authorized to process leave settlement if member is discharged
 or separated under honorable conditions."	LEAVE SELL
PLEASE SEE ATTACHED CALULATOR	HOW TO CALCULATE LEAVE EARNED ON A LONG TOUR
PLEASE USE THE AF 988. COMPLETE BLOCKS 1-21. BE SURE TO HAVE A SUPERVISOR COMPLETE BLOCKS 22-25. PART I WILL BE COMPLETED PRIOR TO LEAVE, PART II THE MEMBER WILL KEEP, AND PART III WILL BE RETURNED TO THE FINANCE OFFICE AFTER LEAVE HAS CONCLUDED. BLOCKS 1-20 AND SECTION III A-E TO INCLUDE APPROVERS BLOCKS.	HOW TO SUBMIT FOR LEAVE ON A LONG TOUR
"You will complete the attached form for all periods or orders that qualify for SDAP 1st Sgt duties, have your commander sign, include all orders/105s and refer back to our office for processing.
 
 
 
 Recommend doing this quarterly or semi-annually."	SPECIAL DUTY ASSIGNMENT PAY (SDAP) FOR 1ST SHIRTS
For guidance and forms, visit Budget & Accounting (dps.mil).	Budget & Accounting
"PLEASE USE THE ATTACHED AF 1969 AND INCLUDE THE ORDERS THAT QUALIFIED YOUR FOR THIS ENTITLEMENT. 
 
 
 COMPLETE BLOCKS 1-6, BLOCK 7 WILL BE FINANCE, THEN COMPLETE BLOCK 9 A OR B. WHICHEVER IS APLLICABLE FOR YOUR CLAIM."	OFFICER CLOTHING ALLOWANCE
"ANG members who are renting or leasing property or space from a relative must provide proof of
 payment in addition to the lease or rental agreement. Proof of payment must reflect the name of the
 landlord listed on the lease or rental agreement. Those attending Basic Military Training (BMT) must
 provide a lease and proof of payment that commenced prior to the BMT order certification date.
 Acceptable forms of proof is limited to the payment methods listed below:
 
 
 § Cancelled Check
 § Copy of Cashier’s Check
 § Copy of Money Order
 § Electronic Payment (i.e. Pay Pal, Electronic Bill Pay, VENMO)
 
 
 For BMT attendees, BAH is only payable while the lease is in effect. Any Service member who
 submits a claim for a housing allowance that contains a false statement is subject to court-martial or
 criminal prosecution. Please direct any questions or concerns to Mr. Devon Blackwell, DSN 612-9051 or
 commercial 240-612-9051."	BMT BAH REQUIREMENTS
IN ORDER TO RECEIVE HARDSHIP DUTY PAY, COMBAT ZONE TAX EXLUSION, AND HOSTILE FIRE PAY FOR YOUR DEPLOYED LOACTION YOU WILL NEED TO CONTACT OUR OFFICE UPON ARRIVAL IN THE AOR. THIS WILL INCLUDE THE DATE YOU ARRIVED, MEMBERS IN YOUR GROUP (IF APPLICABLE) AND YOUR CED ORDER.	STARTING YOUR DEPLOYMENT ENTITLEMENTS
PLEASE CONTACT OUR OFFICE TO OUTPROCESS. WE WILL REVIEW YOUR ENITRE RECORD TO INCLUDE AROWS, DTS, GTC, LEAVE, DEBTS, MYPAY AND MORE.	TRADITIONAL GUARDSMAN SEPARATION OR TRANSFER
"Need to take leave:
 1. Complete AF Form 988 Part I (member and approver digitally signs form)
 2. Return to CPTF using the Comptroller Services Portal (CSP)
 3. CPTF will verify available balance and assign leave number 
 4. Member will receive notification once CPTF has resolved case (assigned leave number)
 5. Returning from leave, complete part III (member and approver digitally signs form)
 6.Return to CPTF using the Cpmptroller Services Portal (CSP)
 
 
 ***FULL-TIME AGR'S will need to use LEAVEWEB"	AF Form 988
"Certifiers Role
 - ensure all timecards for their assigned employees are approved on accurately and on time
 - ensure all compensatory time claimed must be documented on 'Premium Leave request'
 - CANNOT adjust employee timecards
 - approve/disapprove leave requests- capable of viewing leave balances of employees on their assigned teams
 Answer:-
 Requirements for ATAAPS Certifier:
 1. DD2875-Completed with all 3 signatures. Block 13 must include which team(s) requesting access to
 2. Annual Certifier Training
 
 Only upload the last digitally signed page
 
 3. NGB Required 20.01 Certifier TrainingOnly upload the last digitally signed page
 
 
 4. DAO 101 Training 
 https://fams.cce.af.mil/pub/content/saffm/notice.html?u=https%3A%2F%2Ffams.cce.af.mil%2F
 
 5. DD577
 
 -I will initiate the request in FAMS and you will receive an email with instructions. The FAMS email must route to your @us.af.mil account.
 6. Annual Specialized PII Training Requirements
 https://dl.cyber.mil/trn/online/disa_pii_v40_final_web/launch.html"	ATAAPS Certifier Requirements
